,z,x,y,pred_tumor,pred_tumor_cell,pred_Classic,pred_Basal,pred_StromaActiv,pred_StromaInactive
0,16,124,156,0.07852558,0.0107490225,-0.63206893,0.8626197,0.5014505,0.21234445
1,16,0,167,0.059021994,0.02543283,-0.6598348,1.0083854,1.6792296,-0.77243227
2,16,216,70,0.04924962,0.01595236,-0.23117286,-0.5049951,1.302856,-0.92449397
3,16,166,149,0.11443883,0.8559303,0.9271391,1.8553367,0.05476012,-0.29900786
4,16,206,133,0.047669977,0.10078655,-0.18760674,0.72279245,1.1964333,-0.68342507
5,16,225,3,0.24593365,0.107118845,-0.9800656,0.5991332,-2.205862,-0.6166945
6,16,200,52,0.031919576,0.3568865,-0.19173422,-0.91784376,0.99456143,0.4438389
7,16,33,122,0.8381125,0.012101286,0.5546822,-1.0148478,-0.41375628,-0.6518738
8,16,116,144,0.5529115,0.9014414,-1.6237738,2.177048,-0.19384414,0.78729653
9,16,186,116,0.0076240376,0.16556536,-1.4246683,1.0918959,0.75230676,-0.4888108
10,16,101,106,0.15186626,0.3562995,0.49118584,-0.21217796,0.6928005,-0.63042444
11,16,200,64,0.0027186729,0.3314408,-0.85327715,0.72771597,0.41887933,-1.0799422
12,16,218,23,0.043653704,0.14933403,-0.8772512,0.2572053,-0.41643646,0.46172726
13,16,241,34,0.025353834,0.18395516,-1.2891561,-0.524564,-0.29955578,-0.76084006
14,16,132,115,0.0110606495,0.16735597,-0.7957688,0.05373802,0.3627547,-0.7301522
15,16,191,23,0.06614342,0.18473282,-0.36029422,-0.61359537,-0.31644234,-0.556461
16,16,169,152,0.42147645,0.86173356,1.8039609,0.102819115,0.99318117,-1.8536726
17,16,157,24,0.29150742,0.48919934,-0.43916747,-1.0682163,0.0007785144,-0.6303064
18,16,137,174,0.00018385552,0.913749,-1.4550968,1.0234927,-2.9149265,-1.0278385
19,16,96,194,0.16774029,0.0686316,-0.7164772,-1.1915623,-0.014010524,-1.124475
20,16,119,148,0.10738905,0.8418927,-1.5606744,2.462211,-1.4722266,-0.722793
21,16,101,21,0.06795917,0.43921906,-0.82546854,-0.6867447,-1.2002895,-0.61862713
22,16,146,83,0.3198594,0.6351552,0.44276357,-0.6847167,0.48533833,-0.6092279
23,16,121,71,0.057739627,0.028097104,-0.7769848,-0.49763915,1.836209,-0.7433946
24,16,123,106,0.11672594,0.0628768,-0.55248857,0.6126614,2.6376169,-0.4343179
25,16,11,193,0.052455995,0.08043535,-0.51167554,0.59766364,2.7678902,-0.39954597
26,16,34,124,0.98329556,0.8973762,0.7897705,2.046218,-1.2267419,-0.06785187
27,16,181,120,0.67625976,0.70026195,0.18823622,-1.2022508,0.58567125,-0.66723335
28,16,146,80,0.09108788,0.09509672,-0.20884399,-0.84764373,0.67666674,-0.42411092
29,16,30,119,0.7047733,0.87139875,-0.41137046,-0.4318056,0.9103418,0.34301856
30,16,0,171,0.20588106,0.105595544,-0.15285909,0.82256407,2.5441062,-0.7574601
31,16,156,67,0.03165948,0.42089424,-0.27966598,-0.3830279,1.7868314,0.030155763
32,16,23,104,0.7919345,0.58114177,-1.3980174,0.4242218,0.19804476,1.3132987
33,16,129,126,0.031793453,0.048864916,-0.47275746,-0.3436737,-0.75403666,-0.31924322
34,16,90,115,0.6150109,0.080969885,-1.0356858,1.39883,0.72335213,2.425456
35,16,196,25,0.7238173,0.71755016,0.36502144,-0.22691773,-0.65450484,-0.7614409
36,16,47,91,0.41290367,0.022991406,-0.9303671,0.46849307,0.7395874,1.6362876
37,16,80,62,0.2529165,0.059941843,-0.51933557,0.17629081,2.1649163,-0.08005534
38,16,60,40,0.05560008,0.15675643,0.064166956,0.493633,0.03364614,-0.43248516
39,16,200,137,0.0053216005,0.07411601,-1.2985579,1.7916527,0.562914,-0.9564504
40,16,83,195,0.29901403,0.036358725,-0.8171408,-0.49209502,1.5829728,-0.31578815
41,16,69,178,0.17701818,0.59423906,-2.3502526,0.6867497,0.8788457,0.13013211
42,16,25,62,0.21222444,0.07311688,-0.8860424,-0.31817973,1.7044132,-0.37426418
43,16,93,169,0.61765784,0.7630223,-2.3435516,0.1285263,-0.75471574,-0.14585796
44,16,111,117,0.420631,0.07484177,-0.23345271,0.13249072,0.072016165,-0.17217314
45,16,131,76,0.08981694,0.2238594,-0.4792194,-0.31602928,2.3389199,-1.2936212
46,16,57,152,0.29186267,0.26919872,-0.050648022,0.17666754,0.16474518,0.2939188
47,16,84,197,0.09624644,0.013321908,-0.57893926,-0.1695983,1.0039037,-0.74045163
48,16,109,32,0.2266166,0.39388278,-0.1128267,-0.08136621,0.3357904,-0.84115976
49,16,25,81,0.7759799,0.013703055,-1.0520247,0.9986806,-0.01905427,1.1818552
50,16,187,96,0.049638018,0.0580063,-0.2783229,0.5840185,1.5163465,-0.9053303
51,16,193,17,0.021869501,0.23897041,-1.5534706,-1.1566283,0.56041324,0.0842983
52,16,38,104,0.9913754,0.9683255,1.1195366,-1.0510917,0.72959554,-0.5337495
53,16,119,31,0.07149138,0.25145006,-0.21158513,-0.6728475,0.29954514,-0.3961671
54,16,78,191,0.74422455,0.37101507,-1.0228837,-0.06727689,0.84453773,-0.31516623
55,16,167,141,0.029345762,0.100263834,-0.44922462,1.1399868,1.588379,-0.8772357
56,16,199,35,0.021521106,0.33566707,-0.64910036,-0.41106498,0.6660434,-0.4205304
57,16,172,56,0.015541291,0.4385733,-1.4445506,-1.1817884,0.9415195,-0.08179889
58,16,75,70,0.029873054,0.050705217,-0.36344776,1.5230911,0.62958026,-0.42327088
59,16,42,127,0.8603679,0.9379238,1.643891,-0.9189403,1.31391,-0.57928914
60,16,82,40,0.027666375,0.15571621,-0.49714932,0.19225027,-0.90641654,-0.038410276
61,16,151,89,0.0021243105,0.7463562,0.7407423,-1.0015928,-3.4701202,-2.6254556
62,16,128,145,0.566565,0.023744736,-0.8605889,0.26211378,2.04447,0.10652512
63,16,124,108,0.1949695,0.052882023,-1.9916773,1.1834862,0.7706065,-0.47990668
64,16,108,109,0.86206543,0.8651197,-0.34019732,0.75458723,0.7902492,0.18263362
65,16,111,61,0.013314629,0.6301201,-0.22894411,-0.18164864,0.5655419,-0.15912415
66,16,213,46,0.13585736,0.039436374,-1.2748084,1.3139374,0.024992295,1.7585869
67,16,109,170,0.14737776,0.06657364,-0.46703476,0.093834594,-0.14169903,-0.26619542
68,16,94,137,0.14386833,0.39990976,-0.046010293,-0.58114195,0.2981467,-0.385563
69,16,98,111,0.27577013,0.111523226,-0.28134882,0.5472681,0.89179224,-0.24710901
70,16,158,165,0.385425,0.917336,0.5890409,1.9393822,1.0489609,-0.7092593
71,16,22,191,0.04488542,0.06860322,0.022702841,-0.15686983,0.5310524,-0.71492875
72,16,227,127,0.05088306,0.16898945,-0.77060163,0.33688918,1.3008631,-0.77879596
73,16,164,99,0.14482822,0.7160635,1.5739995,-0.20020862,1.4259752,-0.8702378
74,16,137,117,0.019866532,0.04575133,-0.8604602,-0.37929317,-0.3159689,-0.63423836
75,16,230,129,0.01042789,0.14484946,-0.5187158,-0.3922791,-0.8008169,-0.53157514
76,16,232,57,0.003752713,0.8818853,-0.08150561,-0.46470588,-0.63304645,-1.1252065
77,16,193,111,0.20239437,0.058195192,-0.29823732,0.47815323,1.6677185,-0.6586201
78,16,77,73,0.06529992,0.09050482,-0.79063773,0.17853585,1.6440283,-0.25178155
79,16,15,202,0.13262366,0.831411,-0.53293055,0.2313804,2.3943837,0.72531176
80,16,112,141,0.46517992,0.1356425,-0.46603352,1.1020844,0.58527684,0.15828879
81,16,90,181,0.017009478,0.7406036,-2.4448204,-0.32694453,-0.5807091,-0.4925238
82,16,175,70,0.017137416,0.11577518,-0.60785246,0.3969593,0.96973413,-0.25906384
