,z,x,y,pred_tumor,pred_tumor_cell,pred_Classic,pred_Basal,pred_StromaActiv,pred_StromaInactive
0,16,73,12,0.74818254,0.023640538,-0.0859217,0.0051815878,0.8824066,0.051665667
1,16,126,58,0.115904115,0.09567481,-0.06619322,0.29595742,1.934192,-0.2308975
2,16,166,77,0.038403768,0.3170688,-0.72796226,-0.8928168,-0.31075573,-1.3469146
3,16,170,49,0.023920784,0.23943791,-0.3579592,-0.110909015,1.9296772,-0.4971252
4,16,180,18,0.46883997,0.04225306,0.11761028,0.05780433,0.45032254,-0.34298065
5,16,195,47,0.0028986838,0.1827906,1.2386875,-1.6747031,0.35020655,-2.6156058
6,16,142,64,0.054596055,0.14807814,-0.6752839,-0.07075151,1.379909,-0.84086883
7,16,67,48,0.7253838,0.20693995,-0.84858114,-0.25113907,-0.14936748,-0.4864503
8,16,161,35,0.6762562,0.93318665,0.06697306,0.25948834,-1.3346561,-0.09664475
9,16,181,19,0.41707587,0.03045312,-0.04506942,0.48629558,0.4635942,-0.33616126
10,16,131,84,0.035431094,0.5053647,-1.0563282,-0.3819381,0.27625367,0.75679106
11,16,176,23,0.547752,0.01842731,0.0018370318,-0.018855197,0.7235206,-0.56311184
12,16,33,32,0.062775396,0.22158499,-0.081518315,-1.1166517,-0.79658014,0.5056136
13,16,127,78,0.006066391,0.07689091,0.58252466,-0.8312142,-2.2315557,-1.6121261
14,16,131,79,0.21766417,0.34358436,0.082863115,-0.49151543,-1.4969108,0.26965934
15,16,112,146,0.0025103649,0.5358621,-0.30323303,0.98179704,0.5134273,-0.007244551
16,16,207,70,0.7045706,0.7035372,0.13702078,-0.69248736,-0.54602146,-0.4245819
17,16,31,74,0.045082718,0.44845736,-0.19050454,-1.1740341,0.277795,-0.72906333
18,16,70,53,0.4904393,0.6350935,-1.5951382,0.1294118,-0.59958017,-0.4577306
19,16,121,72,0.7447622,0.5464779,-0.19619119,-0.0052713235,0.9800173,1.2068077
20,16,45,18,0.2937799,0.10726896,-0.34117714,0.45403507,0.8324906,-0.95438385
21,16,131,85,0.20136179,0.09810523,-0.12191659,-0.31135562,1.036504,0.67668045
22,16,147,65,0.057994574,0.21484114,-0.5464483,0.46914867,2.2483683,0.30985335
23,16,20,85,0.0076055164,0.32652932,0.21668126,-0.68006927,0.97975,0.054283276
24,16,72,66,0.164904,0.2956915,-1.4097755,0.037772693,-0.0927932,-0.9772134
25,16,42,128,0.8388924,0.91219646,1.785873,-2.7798965,-0.421192,-1.8353806
26,16,170,48,0.0075276187,0.0516586,-0.3713156,-0.4019518,0.6323156,-0.48698276
27,16,166,25,0.6351196,0.1386468,0.37530926,0.35676575,0.061187383,0.4494689
28,16,58,76,0.11613411,0.10916176,-0.2576524,-0.20894209,-0.041215196,-0.69131607
29,16,119,22,0.94550705,0.030700155,1.3261462,-0.9048486,-0.6120545,-0.16866267
30,16,86,76,0.060292397,0.32107788,-0.86129946,-0.4606282,2.8099966,-0.26103035
31,16,87,40,0.5406482,0.0046583433,0.20838545,-0.5706779,-0.07565678,0.008156534
32,16,173,50,0.0045299577,0.15566878,-0.81320024,-0.15692818,-0.2976751,-0.6203471
