,z,x,y,pred_tumor,pred_tumor_cell,pred_Classic,pred_Basal,pred_StromaActiv,pred_StromaInactive
0,16,94,93,0.64248097,0.048788253,-0.9589343,0.41313264,0.74855995,0.08197854
1,16,131,40,0.07140433,0.08739667,0.83411527,-1.1539117,-0.14244889,-1.9217724
2,16,206,65,0.0052897735,0.25573003,-0.45245948,-0.30533597,0.31045088,-1.4533925
3,16,53,69,0.698113,0.17520954,-2.4657762,0.7028356,0.22484459,0.6550769
4,16,159,46,0.051620502,0.29549342,-0.43876183,-1.4174994,-0.47836506,-1.0863618
5,16,49,110,0.68735176,0.65529305,0.116045274,-0.17593452,0.11707017,-0.9925628
6,16,48,69,0.93476206,0.8646201,-0.84952134,0.89188963,-0.62461656,1.4317925
7,16,53,100,0.9131502,0.46783933,0.113614514,-0.08968405,-1.1495672,-0.21921511
8,16,88,54,0.099060714,0.0571824,0.072836936,-0.9240131,0.3134128,-0.9061593
9,16,44,69,0.8116268,0.11983937,-0.42185712,-0.720053,-0.38938308,0.16674675
10,16,67,73,0.7706656,0.6006882,-1.5452073,0.17505117,0.27396873,0.9770732
11,16,141,14,0.00080759154,0.71821034,0.7955775,-1.5277499,1.0252278,-0.55168176
12,16,16,126,0.3328473,0.243406,-0.6495983,-0.24524565,-0.020867538,-0.46764675
13,16,96,79,0.6590344,0.1542317,0.4020431,0.4325082,-0.7465785,0.87699866
14,16,48,58,0.9642419,0.7115799,1.4603256,-1.078915,-1.2269852,-0.52438444
15,16,168,22,0.007856569,0.81090015,0.4842697,-1.3013684,-0.94580597,-0.8748198
16,16,110,71,0.02597411,0.12488817,0.39819667,-0.94781095,0.050009,-2.0648096
17,16,15,128,0.007044375,0.22881621,-0.45262164,-0.857705,0.5281637,-1.343443
18,16,68,63,0.4028776,0.13919832,-0.7467237,0.56812656,1.2280352,1.5844519
19,16,87,86,0.3775689,0.5557498,-0.34606412,-0.98612106,-0.4539043,-0.9283516
20,16,28,100,0.25446066,0.041600507,-0.46377623,-0.3452152,-1.2146012,-0.1861853
