,z,x,y,pred_tumor,pred_tumor_cell,pred_Classic,pred_Basal,pred_StromaActiv,pred_StromaInactive
0,16,109,25,0.2657308,0.67982286,-0.41169617,-1.7654212,0.6725691,-0.7728152
1,16,195,138,0.7814179,0.9195657,0.36676174,-1.663637,-0.5546335,-0.8590911
2,16,219,196,0.0525641,0.86392045,-0.912671,-1.2333068,-0.5087223,-0.7457367
3,16,177,201,0.85291433,0.8341319,-0.6020012,0.7291932,-1.9763389,0.45672023
4,16,160,25,0.13791017,0.08970405,0.45560724,0.008452969,-0.52371234,-0.3240637
5,16,87,18,0.8217979,0.90661955,0.6315746,0.0016980463,-0.1562236,0.51744574
6,16,199,92,0.32754448,0.025405103,0.6091384,-0.01649236,0.088071845,-0.69649917
7,16,144,95,0.5309851,0.7119497,0.7560544,-0.4175523,0.049700618,-2.8897407
8,16,14,170,0.14807828,0.06781609,0.34401116,-0.31568792,-0.65343916,-1.1608374
9,16,62,135,0.69300306,0.79081166,0.34883153,-0.76187384,1.2906533,-0.3472504
10,16,39,131,0.8870559,0.81237966,-0.48210976,-0.95868856,0.72928023,-0.9765796
11,16,69,128,0.70489234,0.16214222,-0.42368177,-0.22746728,-0.6863719,-0.65995514
12,16,74,157,0.8690227,0.9067221,1.276913,0.021061508,0.9510685,0.20653369
13,16,199,11,0.045263946,0.058037207,-0.3196051,-0.19352359,1.5026734,-0.22547485
14,16,100,73,0.7862025,0.7683226,-0.031182189,-0.999279,1.0715252,-0.482682
15,16,165,203,0.46397564,0.08016895,0.5907066,-1.205906,0.38816974,-0.9466213
16,16,58,157,0.4878211,0.059723806,1.1342393,-1.1066514,-2.043081,-1.5273496
17,16,183,162,0.6051033,0.037501235,0.5739794,-0.76067513,-0.561339,-1.0353844
18,16,115,118,0.8339586,0.4077024,-0.3343866,-0.38078317,2.189647,0.8065978
19,16,225,134,0.63339925,0.03661497,0.19374818,0.27018484,1.3314766,-0.73587716
20,16,27,51,0.8744112,0.97432065,0.8615083,0.45983285,0.65478945,-1.0709282
21,16,91,124,0.30163893,0.037056357,0.5319581,-0.745929,0.21655478,-1.0220122
22,16,24,53,0.8623386,0.95551705,1.6067435,-1.6919806,-0.5938261,-2.634595
23,16,180,120,0.66476315,0.8642539,1.1756014,-1.6961037,0.015137577,-2.2237527
24,16,40,156,0.3434754,0.04666786,0.6224989,-0.019397886,0.013784058,-0.73158675
25,16,194,185,0.45434862,0.059841473,0.2439435,-0.3339909,-0.85478836,1.2580976
26,16,190,132,0.9557519,0.96958274,0.31281167,1.0860496,-0.4258734,0.54906523
27,16,85,16,0.6022823,0.10255085,-0.68347305,0.7091347,-2.2189982,-0.007560602
28,16,120,78,0.70011824,0.29404375,-0.4934051,-0.87297606,-0.065671474,-0.9455835
29,16,230,131,0.04055722,0.76722616,-1.5534552,1.6403011,1.2395258,0.55849195
30,16,138,145,0.5679579,0.27814424,-0.79351944,-1.2469983,0.44515288,0.35423863
31,16,217,197,0.07280845,0.9387369,-1.3511574,0.7636602,-0.93002,0.51827407
32,16,119,125,0.95239633,0.9281801,2.2971644,-1.4433296,-0.5939598,-1.096946
33,16,54,64,0.44654247,0.036830537,1.2819754,-0.93858063,-0.72571725,-0.60052717
34,16,200,126,0.9392069,0.9352901,2.515397,-2.0241451,0.3759988,-2.13661
35,16,43,79,0.9734382,0.7623719,-0.6518148,-2.1326451,-3.0888345,-2.05726
36,16,66,161,0.56698674,0.9066384,1.715117,-0.8129231,0.9069961,-0.49783882
37,16,53,147,0.3447841,0.023020746,2.4027736,-1.9681133,-0.3726101,-1.5299945
38,16,114,14,0.59559417,0.21387047,-1.346688,-0.34461597,1.2084198,0.73712546
39,16,183,170,0.660305,0.03552085,1.337635,-0.46653882,-0.13971157,-1.8237636
40,16,41,77,0.8771373,0.052393768,-0.63977665,0.6469162,-0.33560026,3.094638
41,16,217,182,0.6656977,0.09301263,-0.42633504,0.27341738,-0.1578714,-0.6395539
42,16,51,107,0.82382536,0.71181136,0.018970856,-0.7777651,-0.86735886,-0.8633049
43,16,171,73,0.9409841,0.9313498,2.6809669,-3.477021,0.6149069,-2.241503
44,16,101,176,0.7238674,0.57900524,-0.7407197,-0.402415,0.18461937,0.24468979
45,16,60,50,0.8373195,0.045023292,1.3515776,-1.2330756,-2.0777621,0.7422646
46,16,130,194,0.6563424,0.3329905,0.21417324,0.09047287,-0.9337177,-0.18057221
47,16,186,92,0.859696,0.9135704,1.7049744,-2.7741423,0.2360506,-2.1350317
48,16,120,42,0.969995,0.9703644,2.1996634,-1.2255979,-0.10975222,-1.3942076
49,16,196,104,0.51893544,0.028574316,0.14549087,-1.861115,0.2939375,-1.3735626
50,16,147,102,0.8021274,0.86650366,-0.46904862,0.72942346,-1.0783143,-0.99994683
51,16,48,46,0.31016552,0.7836663,-0.05343858,0.7695732,-1.513514,0.44077542
52,16,54,153,0.96929586,0.86558235,1.5400103,0.44714135,-2.0115428,-0.7770276
53,16,220,145,0.6398295,0.10757909,-0.4891387,0.010856836,0.50022537,0.002219132
54,16,78,81,0.757321,0.37033808,-1.3629538,-0.39566296,-1.970617,0.05950181
55,16,66,122,0.31323,0.01380862,1.0111943,-1.4399514,-0.4271075,-1.79359
56,16,172,123,0.35873553,0.10172607,-0.19249308,-0.700841,0.48894867,-1.0899649
57,16,35,202,0.09137814,0.5856135,-0.5743237,0.7309301,1.5380156,1.1589427
58,16,10,72,0.66387856,0.057821818,2.2113283,-1.359909,-1.7112362,-1.5493157
59,16,129,15,0.6270636,0.083583,-0.5690807,0.33536312,0.15491214,-0.12799469
60,16,128,89,0.52586216,0.8445308,-0.61912465,-0.4199439,-1.0856087,-1.4411293
61,16,92,158,0.7034064,0.80543596,1.0755229,-0.6990831,0.6047131,-0.48629865
62,16,156,56,0.3367477,0.11864491,0.012204017,-1.1046067,-0.7440796,0.08104044
63,16,139,154,0.95275784,0.90531814,1.5843033,0.3330052,0.8936215,-0.35176608
64,16,124,168,0.7521163,0.7907964,1.3525758,0.22754936,0.45717868,-0.31202918
65,16,215,121,0.92162734,0.9547903,1.1119624,-1.6876497,-1.425725,-1.7024627
66,16,59,51,0.9796801,0.090670735,-0.01806265,-0.36690873,-1.7082285,1.436486
67,16,111,71,0.30093572,0.27269393,-0.19498707,-1.014176,-0.47036132,-1.1232285
68,16,33,142,0.6206962,0.06360074,3.1803977,-2.1477723,0.16174208,-2.1862342
69,16,129,93,0.36168444,0.053822823,0.012953031,-1.1359059,-0.2353081,-0.04393738
70,16,82,24,0.8762105,0.9242686,-0.108174525,0.7313768,-0.055779915,0.4870524
71,16,128,130,0.9279586,0.8591791,1.1667352,-1.4750891,1.5849509,-0.58258307
72,16,205,154,0.34404495,0.064968005,0.57040393,-2.3117723,1.2139742,-0.9877772
73,16,206,147,0.75891584,0.08047609,-1.0141637,-0.8017327,0.82160497,0.3549599
74,16,78,69,0.9090893,0.31594774,-0.8690696,0.66418886,-0.020183062,2.8297563
75,16,93,35,0.7751215,0.035808224,-0.86525285,0.12792198,0.117115624,0.14733933
76,16,208,130,0.3951565,0.55930465,-0.20146872,-0.8525573,0.7968016,-0.061486837
77,16,239,136,0.5462092,0.87174994,-0.91129464,0.90261865,-1.2835006,0.29837677
78,16,99,36,0.9770545,0.9552887,1.897382,-0.7650328,-1.4508612,-0.2929463
79,16,65,168,0.22342542,0.052138582,-0.9295014,-1.0576348,0.7824234,-0.0273526
80,16,76,206,0.4737449,0.9372927,1.6133373,-1.2977529,0.84766424,-0.1902694
81,16,155,207,0.42997086,0.1635778,0.5350412,-1.0797132,1.681299,-0.45116496
82,16,216,82,0.7214506,0.38773626,0.89648825,-0.55963326,1.160902,-0.5499162
83,16,190,7,0.008436221,0.014721151,-1.7098066,0.44931015,0.18562175,-0.6891285
84,16,112,127,0.7192759,0.69816595,-0.36375874,-0.6661266,0.33649516,1.5905249
85,16,58,39,0.22523484,0.09112562,0.100724116,-0.33883315,0.7800178,1.4602876
86,16,92,205,0.12610619,0.22479752,0.7040751,-0.24378006,-1.7310187,-1.6388581
87,16,176,27,0.018350108,0.10214035,-0.021478329,0.5430489,0.37209693,-0.06574608
88,16,232,92,0.5402983,0.010445833,0.28244317,-0.17604855,-1.2415978,-1.367407
89,16,148,82,0.62124634,0.16349493,-0.7706223,-0.9323621,0.8809436,-0.4315933
90,16,152,178,0.23309322,0.12488481,0.14661013,-1.444268,0.09307418,-0.4749607
91,16,43,20,0.786944,0.5459838,-0.94226706,-1.466864,-2.8285294,0.1116421
92,16,18,185,0.8899796,0.8706492,1.1570283,-0.5018825,-1.2054019,0.44977504
93,16,126,33,0.99146163,0.9480703,1.2184377,-0.4400256,-0.58967954,-1.1475176
94,16,210,141,0.94115597,0.9477767,2.1770155,-1.5085815,0.122491926,-2.1782517
95,16,133,193,0.97786605,0.9420327,1.7345145,-2.6395202,-1.19672,-2.6188803
96,16,145,204,0.81009924,0.87939346,2.1219463,-3.5642753,0.066667885,-2.3561933
97,16,152,32,0.9512348,0.93060154,1.4981928,-2.131936,-1.2480856,-3.1116788
98,16,115,176,0.38377538,0.0685722,0.07305339,-0.8958496,0.09632628,-1.5694337
99,16,62,137,0.46393028,0.47210735,1.0898288,-0.6484297,0.8637504,-1.1165738
100,16,90,112,0.87154675,0.907406,1.0045955,-0.8959827,0.25762385,-0.3218025
101,16,169,161,0.7212612,0.072064474,-0.01890289,0.5046872,0.27707902,-0.15722299
102,16,196,12,0.011603034,0.033432808,-0.45393312,0.417928,0.5889854,-0.6377165
