,z,x,y,pred_tumor,pred_tumor_cell,pred_Classic,pred_Basal,pred_StromaActiv,pred_StromaInactive
0,16,88,39,0.73895437,0.031692803,-0.3218741,0.5821645,2.1626616,-0.61240846
1,16,76,21,0.383676,0.005849793,-0.09389915,-0.6994143,-0.7228203,-0.3564278
2,16,177,118,0.6462768,0.0076013017,-0.5150921,0.37746933,0.91285014,0.3537344
3,16,63,132,0.8784763,0.25869858,0.14025933,-0.002268176,1.2419024,-0.3818427
4,16,79,143,0.84625155,0.050624587,0.75955254,0.07756306,0.45110536,-0.47094834
5,16,70,135,0.8569537,0.7416054,-0.32575303,-1.0971634,-0.27534905,0.41083622
6,16,173,99,0.17891306,0.008066593,-0.47914,1.0170652,0.8432588,0.46778542
7,16,171,73,0.080055304,0.046520412,-0.7747355,-0.864332,0.6062048,-0.54064244
8,16,80,37,0.9417871,0.2497746,0.3735407,0.28181648,0.7894635,0.49656707
9,16,114,128,0.5110439,0.77636325,-0.4025271,0.36990538,0.2600195,0.6440253
10,16,147,90,0.70006347,0.8989296,-0.1743285,2.3675184,-1.4852438,-0.40463352
11,16,90,49,0.9556091,0.8503534,0.8964503,-0.23791513,-0.8094178,0.6428888
12,16,89,79,0.7038787,0.053411014,-0.2287846,0.927915,1.4815924,-0.3899089
13,16,79,72,0.45870215,0.016457826,-0.03822933,0.03625495,-0.97163206,-0.5981114
14,16,44,66,0.8732351,0.8359046,-0.012281401,0.8226433,-0.24022695,0.6921203
15,16,202,83,0.041329518,0.074103706,-1.4354945,0.30083007,-0.027458873,-0.4650139
16,16,148,129,0.57484794,0.0047277063,0.228962,-0.015417275,1.4390393,-0.41873595
17,16,209,25,0.33810663,0.24566334,-0.6882392,0.093862556,-1.3365535,-0.448485
18,16,86,48,0.88083977,0.03125159,0.38285428,-0.095365256,0.5793042,-0.4371736
19,16,166,152,0.42860636,0.10868386,-0.38552174,0.29721543,-0.028986454,-0.2537625
20,16,122,110,0.73404557,0.05255438,0.19655089,1.3268411,-0.7548128,-0.26285863
21,16,192,82,0.23589891,0.017287616,-0.15053955,1.7241193,0.4759056,0.12873995
22,16,91,140,0.94751954,0.9493258,-0.15639493,0.22686903,-1.0736524,0.1796351
23,16,72,176,0.7593621,0.15095364,-0.2655564,0.91867846,0.5631013,0.25183547
24,16,168,111,0.64394146,0.025835449,-0.6829937,-0.83513606,0.51330626,1.0480032
25,16,163,156,0.39329565,0.66307634,-0.97562146,1.4829152,-0.852014,-0.11002161
26,16,178,154,0.8499637,0.7973493,0.8592434,-0.4908287,-0.31018373,0.085056216
27,16,82,172,0.9595559,0.82581097,0.4394248,-0.014787643,-0.71746165,0.7540197
28,16,210,66,0.0125568,0.009410309,0.047268152,0.5008954,-0.027579075,-0.7024763
29,16,224,155,0.94929355,0.9758116,2.0458724,-2.608177,-1.2011917,-0.8871016
30,16,145,127,0.8800569,0.94401616,3.0800648,-1.6380643,-0.5865833,-1.0674607
31,16,62,39,0.71959955,0.95199215,-0.96655893,2.623123,-0.22120415,0.24315721
32,16,198,61,0.42567357,0.7927252,1.7463889,-1.2886658,0.34840435,-1.3391773
33,16,78,61,0.8879945,0.036942754,0.68978,-0.42426786,0.28299758,-1.0540836
34,16,118,69,0.95948005,0.72234285,-0.14561532,1.6806935,-0.13458064,0.31275287
35,16,31,158,0.71757215,0.13446096,-0.13292287,-0.18460432,0.9183011,-0.31101012
36,16,52,162,0.9605814,0.95161223,1.6653659,-1.1894825,0.31276822,0.050111674
37,16,175,54,0.059528884,0.03758226,-0.5651724,-0.04011667,1.5154055,-0.9797537
38,16,202,165,0.22795126,0.018827816,0.049720384,-0.584608,1.2623198,-0.77938086
39,16,69,120,0.9425913,0.89238834,1.3386543,-2.1238532,-0.59087217,-0.44207442
40,16,103,29,0.88801473,0.94878125,2.344389,-1.110491,-0.7939016,0.33907023
41,16,195,145,0.32807553,0.031119619,-0.097271964,0.5497601,-0.14490087,0.9239719
42,16,80,89,0.77503127,0.04229732,0.99423575,0.047786627,3.1672797,-0.83383334
43,16,75,37,0.8915962,0.019873993,0.34171185,1.3532833,-1.1602174,0.5075636
44,16,129,74,0.5873003,0.102319725,-0.014858736,0.6800685,-0.3256264,-0.5407495
45,16,147,143,0.73551935,0.023767984,0.15513779,-0.097896464,1.0247391,-0.09622154
46,16,129,125,0.7103826,0.0058348617,0.19474861,0.37488824,1.0381873,-0.6386566
47,16,109,168,0.7590261,0.7632748,-0.48860282,1.8838729,-1.2219217,-0.13794267
48,16,196,66,0.38188422,0.05116028,-0.016331317,-0.14575547,-0.1457035,-0.4211375
49,16,127,114,0.63555425,0.0069320705,-0.15058772,0.8106474,-0.12535068,-0.71480036
50,16,147,161,0.58231676,0.036082998,-0.10809058,-0.20664734,1.1064068,-0.5918671
51,16,132,105,0.37638766,0.13912627,0.8301053,-0.2957191,0.39902008,-0.4712059
52,16,193,58,0.7383702,0.020877069,0.5817097,-0.5287084,0.28146437,-0.2307663
53,16,85,139,0.70446706,0.11678266,-0.4527437,0.80160975,-0.5605696,-0.10989444
54,16,211,130,0.8822155,0.29747486,-0.69280785,0.8518358,-0.90166116,0.14110094
55,16,173,127,0.7928269,0.12602656,-0.60733503,0.3337614,1.4893335,0.5916111
